set_no,name,price_store,price_new,price_used,rating_value,rating_votes,theme_group,theme,subtheme,main_tag,year,volume,weight,piece_cnt,minifig_cnt
75078-1,Imperial Troop Transport,12.99,19.0,13.0,4.4,12.0,Licensed,Star Wars,Rebels,,2015.0,1238.826,0.16,141.0,4.0
75079-1,Shadow Troopers,12.99,17.0,11.0,4.1,7.0,Licensed,Star Wars,Legends,,2015.0,1238.826,0.12,95.0,4.0
75080-1,AAT,24.99,38.0,27.0,4.0,7.0,Licensed,Star Wars,Episode I,,2015.0,3052.562,0.39,251.0,3.0
75081-1,T-16 Skyhopper,24.99,27.0,25.0,4.5,6.0,Licensed,Star Wars,Episode IV,,2015.0,3603.024,0.43,247.0,2.0
75082-1,TIE Advanced Prototype,39.99,40.0,28.0,4.2,5.0,Licensed,Star Wars,Rebels,,2015.0,4359.156,0.55,355.0,3.0
75083-1,AT-DP,49.99,66.0,48.0,4.7,3.0,Licensed,Star Wars,Rebels,,2015.0,7105.964,0.79,500.0,4.0
75084-1,Wookiee Gunship,69.99,74.0,48.0,3.5,2.0,Licensed,Star Wars,Rebels,,2015.0,8256.96,0.98,570.0,4.0
75085-1,Hailfire Droid,19.99,32.0,22.0,5.0,2.0,Licensed,Star Wars,Episode II,,2015.0,2388.455,0.27,163.0,3.0
75086-1,Battle Droid Troop Carrier,39.99,72.0,48.0,5.0,1.0,Licensed,Star Wars,Episode I,,2015.0,4359.156,0.59,565.0,15.0
75087-1,Anakin's Custom Jedi Starfighter,39.99,43.0,34.0,5.0,4.0,Licensed,Star Wars,Legends,,2015.0,4359.156,0.59,370.0,3.0
75088-1,Senate Commando Troopers,12.99,17.0,12.0,5.0,3.0,Licensed,Star Wars,Legends,,2015.0,1238.826,0.12,106.0,4.0
75089-1,Geonosis Troopers,12.99,19.0,14.0,4.0,6.0,Licensed,Star Wars,Legends,,2015.0,1238.826,0.12,105.0,4.0
75090-1,Ezra's Speeder Bike,19.99,25.0,19.0,4.5,6.0,Licensed,Star Wars,Rebels,,2015.0,2253.4619999999995,0.26,253.0,3.0
75091-1,Flash Speeder,29.99,27.0,18.0,4.8,4.0,Licensed,Star Wars,Episode I,,2015.0,3989.2259999999997,0.46,312.0,5.0
75092-1,Naboo Starfighter,49.99,64.0,43.0,4.5,2.0,Licensed,Star Wars,Episode I,,2015.0,5704.788000000001,0.73,442.0,9.0
75093-1,Death Star Final Duel,79.99,92.0,60.0,5.0,4.0,Licensed,Star Wars,Episode VI,,2015.0,10016.64,1.24,724.0,5.0
75094-1, Imperial Shuttle Tydirium,99.99,107.0,82.0,4.9,9.0,Licensed,Star Wars,Episode VI,,2015.0,12578.328000000001,1.43,937.0,5.0
75095-1,TIE Fighter,199.99,193.0,146.0,4.0,2.0,Licensed,Star Wars,Ultimate Collector Series,,2015.0,25421.76,2.86,1685.0,1.0
75096-1,Sith Infiltrator,89.99,81.0,60.0,5.0,1.0,Licensed,Star Wars,Episode I,,2015.0,11877.84,1.28,662.0,8.0
75097-1,Star Wars Advent Calendar,39.99,31.0,30.0,,,Licensed,Star Wars,Seasonal,,2015.0,7105.964,0.4,292.0,9.0
75099-1,Rey's Speeder,19.99,16.0,10.0,4.2,14.0,Licensed,Star Wars,The Force Awakens,,2015.0,1773.2159999999994,0.23,193.0,2.0
75100-1,First Order Snowspeeder,39.99,30.0,15.0,3.6,5.0,Licensed,Star Wars,The Force Awakens,,2015.0,4359.156,0.64,444.0,3.0
75101-1,First Order Special Forces TIE Fighter,69.99,57.0,40.0,5.0,5.0,Licensed,Star Wars,The Force Awakens,,2015.0,9500.651999999998,0.92,517.0,4.0
75102-1,Poe's X-wing Fighter,79.99,67.0,52.0,4.5,8.0,Licensed,Star Wars,The Force Awakens,,2015.0,8256.96,1.1,717.0,4.0
75103-1,First Order Transporter,89.99,87.0,59.0,5.0,7.0,Licensed,Star Wars,The Force Awakens,,2015.0,8984.52,1.19,792.0,7.0
75104-1,Kylo Ren's Command Shuttle,119.99,85.0,59.0,4.0,6.0,Licensed,Star Wars,The Force Awakens,,2015.0,12882.239999999998,1.75,1005.0,6.0
75105-1,Millennium Falcon,149.99,153.0,108.0,4.4,9.0,Licensed,Star Wars,The Force Awakens,,2015.0,19139.652,2.31,1329.0,7.0
75106-1,Imperial Assault Carrier,129.99,90.0,74.0,4.0,3.0,Licensed,Star Wars,Rebels,,2015.0,17055.36,1.9,1216.0,6.0
75107-1,Jango Fett,19.99,20.0,12.0,4.0,1.0,Licensed,Star Wars,Buildable Figures,,2015.0,1773.2159999999994,0.21,85.0,0.0
75108-1,Clone Commander Cody,19.99,18.0,11.0,5.0,1.0,Licensed,Star Wars,Buildable Figures,,2015.0,1773.2159999999994,0.21,82.0,0.0
75109-1,Obi-Wan Kenobi,24.99,20.0,11.0,,,Licensed,Star Wars,Buildable Figures,,2015.0,2253.4619999999995,0.24,83.0,0.0
75110-1,Luke Skywalker,19.99,16.0,13.0,4.0,1.0,Licensed,Star Wars,Buildable Figures,,2015.0,1773.2159999999994,0.22,83.0,0.0
75111-1,Darth Vader,29.99,20.0,12.0,3.8,4.0,Licensed,Star Wars,Buildable Figures,,2015.0,3052.562,0.35,160.0,0.0
75112-1,General Grievous,34.99,41.0,27.0,5.0,4.0,Licensed,Star Wars,Buildable Figures,,2015.0,3606.1679999999997,0.46,186.0,0.0
75899-1,LaFerrari,14.99,47.0,28.0,4.5,2.0,Licensed,Speed Champions,Ferrari,,2015.0,,0.2,164.0,1.0
75900-1,Mummy Museum Mystery,14.99,38.0,24.0,3.5,2.0,Licensed,Scooby-Doo,,,2015.0,1238.826,0.16,110.0,2.0
75901-1,Mystery Plane Adventures,19.99,42.0,25.0,4.0,1.0,Licensed,Scooby-Doo,,,2015.0,2301.9320000000002,0.3,128.0,2.0
75902-1,The Mystery Machine,29.99,65.0,45.0,4.8,5.0,Licensed,Scooby-Doo,,,2015.0,4359.156,0.53,301.0,3.0
75903-1,Haunted Lighthouse,49.99,85.0,61.0,5.0,1.0,Licensed,Scooby-Doo,,,2015.0,7105.964,0.86,437.0,4.0
75904-1,Mystery Mansion,89.99,143.0,116.0,5.0,3.0,Licensed,Scooby-Doo,,,2015.0,12882.239999999998,1.64,860.0,6.0
75908-1,458 Italia GT2,14.99,41.0,19.0,4.5,2.0,Licensed,Speed Champions,Ferrari,,2015.0,,0.19,153.0,1.0
75909-1,McLaren P1,14.99,45.0,20.0,3.7,3.0,Licensed,Speed Champions,McLaren,,2015.0,,0.2,168.0,1.0
75910-1,Porsche 918 Spyder,14.99,41.0,23.0,4.7,3.0,Licensed,Speed Champions,Porsche,,2015.0,,0.18,151.0,1.0
75911-1,McLaren Mercedes Pit Stop,29.99,57.0,45.0,4.0,1.0,Licensed,Speed Champions,McLaren,,2015.0,,0.49,332.0,3.0
75912-1,Porsche 911 GT Finish Line,49.99,76.0,54.0,5.0,2.0,Licensed,Speed Champions,Porsche,,2015.0,,0.74,551.0,4.0
75913-1,F14 T & Scuderia Ferrari Truck,99.99,154.0,103.0,4.5,2.0,Licensed,Speed Champions,Ferrari,,2015.0,,1.62,884.0,6.0
75915-1,Pteranodon Capture,19.99,30.0,17.0,5.0,2.0,Licensed,Jurassic World,,,2015.0,2301.9320000000002,0.34,174.0,2.0
75916-1,Dilophosaurus Ambush,29.99,50.0,28.0,4.3,3.0,Licensed,Jurassic World,,,2015.0,3989.2259999999997,0.5,248.0,2.0
75917-1,Raptor Rampage,49.99,99.0,46.0,4.0,3.0,Licensed,Jurassic World,,,2015.0,5704.788000000001,0.69,324.0,3.0
75918-1,T-Rex Tracker,69.99,90.0,70.0,4.0,3.0,Licensed,Jurassic World,,,2015.0,10016.64,1.21,520.0,3.0
75919-1,Indominus Rex Breakout,129.99,238.0,207.0,5.0,1.0,Licensed,Jurassic World,,,2015.0,19139.652,2.35,1156.0,4.0
75920-1,Raptor Escape,39.99,117.0,82.0,4.3,3.0,Licensed,Jurassic World,,,2015.0,4359.156,0.65,394.0,2.0
76025-1,Green Lantern vs. Sinestro,19.99,26.0,18.0,4.7,6.0,Licensed,DC Comics Super Heroes,Justice League,,2015.0,2301.9320000000002,0.35,174.0,3.0
76026-1,Gorilla Grodd Goes Bananas,49.99,53.0,42.0,4.0,3.0,Licensed,DC Comics Super Heroes,Justice League,,2015.0,5704.788000000001,0.69,347.0,6.0
76027-1,Black Manta Deep Sea Strike,39.99,44.0,32.0,5.0,1.0,Licensed,DC Comics Super Heroes,Justice League,,2015.0,5604.704000000001,0.69,387.0,4.0
76028-1,Darkseid Invasion,69.99,58.0,45.0,3.3,3.0,Licensed,DC Comics Super Heroes,Justice League,,2015.0,8256.96,1.02,545.0,5.0
76029-1,Iron Man vs. Ultron,12.99,22.0,16.0,4.0,5.0,Licensed,Marvel Super Heroes,Avengers: Age of Ultron,,2015.0,996.1649999999997,0.13,90.0,4.0
76030-1,Avengers Hydra Showdown,19.99,28.0,14.0,4.2,6.0,Licensed,Marvel Super Heroes,Avengers: Age of Ultron,,2015.0,3052.562,0.36,220.0,3.0
76031-1,The Hulk Buster Smash,29.99,56.0,36.0,4.6,9.0,Licensed,Marvel Super Heroes,Avengers: Age of Ultron,,2015.0,3606.1679999999997,0.41,248.0,4.0
76032-1,The Avengers Quinjet City Chase,79.99,81.0,56.0,4.5,4.0,Licensed,Marvel Super Heroes,Avengers: Age of Ultron,,2015.0,11877.84,1.29,722.0,5.0
76034-1,Batboat Harbour Pursuit,29.99,37.0,27.0,4.3,3.0,Licensed,DC Comics Super Heroes,Batman,,2015.0,4732.98,0.53,264.0,3.0
76035-1,Jokerland,119.99,115.0,95.0,4.7,3.0,Licensed,DC Comics Super Heroes,Batman,,2015.0,12882.239999999998,1.82,1037.0,8.0
76036-1,Carnage's SHIELD Sky Attack,12.99,21.0,14.0,4.4,5.0,Licensed,Marvel Super Heroes,Ultimate Spider-Man,,2015.0,996.1649999999997,0.13,97.0,3.0
76037-1,Rhino and Sandman Super Villain Team-up,39.99,46.0,36.0,4.0,2.0,Licensed,Marvel Super Heroes,Ultimate Spider-Man,,2015.0,5704.788000000001,0.73,386.0,4.0
76038-1,Attack on Avengers Tower,59.99,155.0,101.0,4.2,5.0,Licensed,Marvel Super Heroes,Avengers: Age of Ultron,,2015.0,9500.651999999998,1.12,511.0,5.0
76039-1,Ant-Man Final Battle,19.99,61.0,43.0,4.7,6.0,Licensed,Marvel Super Heroes,Ant-Man,,2015.0,2301.9320000000002,0.29,183.0,3.0
76040-1,Brainiac Attack,24.99,43.0,36.0,4.7,3.0,Licensed,DC Comics Super Heroes,Justice League,,2015.0,3052.562,0.37,179.0,4.0
76041-1,The Hydra Fortress Smash,49.99,57.0,37.0,3.8,4.0,Licensed,Marvel Super Heroes,Avengers: Age of Ultron,,2015.0,7105.964,0.81,405.0,5.0
76042-1,The SHIELD Helicarrier,349.99,358.0,320.0,4.8,4.0,Licensed,Marvel Super Heroes,Avengers,,2015.0,54463.5,5.44,2996.0,17.0
10251-1,Brick Bank,169.99,203.0,187.0,4.7,7.0,Model making,Creator Expert,Modular Buildings,,2016.0,17835.0,,2380.0,5.0
10252-1,Volkswagen Beetle,99.99,73.0,60.0,4.7,3.0,Model making,Creator Expert,Vehicles,,2016.0,9408.0,,1167.0,0.0
10253-1,Big Ben,249.99,232.0,198.0,5.0,3.0,Model making,Creator Expert,Buildings,,2016.0,,,4163.0,0.0
10254-1,Winter Holiday Train,99.99,68.0,73.0,4.7,7.0,Model making,Creator Expert,Winter Village,,2016.0,12096.0,,734.0,5.0
10720-1,Police Helicopter Chase,9.99,9.0,7.0,5.0,1.0,Junior,Juniors,City,,2016.0,1350.3569999999995,0.14,63.0,2.0
10721-1,Iron Man vs. Loki,12.99,31.0,25.0,4.7,3.0,Junior,Juniors,Marvel Super Heroes,,2016.0,996.1649999999997,0.14,66.0,2.0
10722-1,Snake Showdown,14.99,15.0,,4.0,1.0,Junior,Juniors,Ninjago,,2016.0,1642.7910000000002,0.2,92.0,2.0
10723-1,Ariel's Dolphin Carriage,14.99,23.0,13.0,,,Junior,Juniors,Disney Princess,,2016.0,1238.826,0.15,70.0,1.0
10724-1,Batman & Superman vs. Lex Luthor,19.99,32.0,13.0,5.0,2.0,Junior,Juniors,DC Comics Super Heroes,,2016.0,3052.562,0.36,164.0,3.0
10725-1,Lost Temple,29.99,31.0,15.0,,,Junior,Juniors,Ninjago,,2016.0,4359.156,0.48,172.0,3.0
10726-1,Stephanie's Horse Carriage,12.99,15.0,,,,Junior,Juniors,Friends,,2016.0,996.1649999999997,0.13,58.0,1.0
10727-1,Emma's Ice Cream Truck,19.99,32.0,14.0,,,Junior,Juniors,Friends,,2016.0,3052.562,0.33,136.0,2.0
10728-1,Mia's Vet Clinic,29.99,33.0,,,,Junior,Juniors,Friends,,2016.0,4359.156,0.47,173.0,2.0
10729-1,Cinderella's Carriage,24.99,20.0,15.0,4.0,1.0,Junior,Juniors,Disney Princess,,2016.0,2301.9320000000002,0.29,116.0,2.0
11911-1,City: Build Your Own Adventure parts,,,,,,Modern day,City,,,2016.0,,,92.0,1.0
11912-1,LEGO Star Wars: Build Your Own Adventure,,17.0,,,,Licensed,Star Wars,Book Parts,,2016.0,,,73.0,1.0
21026-1,Venice,29.99,60.0,40.0,4.0,2.0,Model making,Architecture,Skylines,,2016.0,,,212.0,0.0
21027-1,Berlin,29.99,71.0,49.0,4.3,3.0,Model making,Architecture,Skylines,,2016.0,,,289.0,0.0
21028-1,New York City,59.99,39.0,29.0,4.3,6.0,Model making,Architecture,Skylines,,2016.0,,,598.0,0.0
21029-1,Buckingham Palace,49.99,51.0,39.0,4.0,1.0,Model making,Architecture,Landmark Series,,2016.0,,,780.0,0.0
21030-1,United States Capitol Building,99.99,74.0,70.0,4.0,2.0,Model making,Architecture,Landmark Series,,2016.0,,,1032.0,0.0
21031-1,Burj Khalifa,39.99,65.0,47.0,4.0,1.0,Model making,Architecture,Landmark Series,,2016.0,,,333.0,0.0
21123-1,The Iron Golem,19.99,20.0,11.0,4.0,3.0,Licensed,Minecraft,Minifig-scale,,2016.0,3052.562,0.39,208.0,2.0
21124-1,The End Portal,59.99,94.0,61.0,3.0,1.0,Licensed,Minecraft,Minifig-scale,,2016.0,7105.964,0.94,559.0,3.0
21125-1,The Jungle Tree House,69.99,101.0,60.0,4.5,2.0,Licensed,Minecraft,Minifig-scale,,2016.0,8256.96,1.33,706.0,4.0
21126-1,The Wither,39.99,68.0,43.0,5.0,2.0,Licensed,Minecraft,Minifig-scale,,2016.0,3989.2259999999997,0.54,318.0,3.0
21127-1,The Fortress,109.99,168.0,94.0,3.0,1.0,Licensed,Minecraft,Minifig-scale,,2016.0,17055.36,1.86,984.0,4.0
21128-1,The Village,199.99,248.0,185.0,4.0,1.0,Licensed,Minecraft,Minifig-scale,,2016.0,,,1600.0,8.0
30277-1,First Order Star Destroyer,,6.0,5.0,3.7,3.0,Licensed,Star Wars,The Force Awakens,,2016.0,,,56.0,0.0
30278-1,Poe's X-wing Fighter,3.99,4.0,4.0,4.5,2.0,Licensed,Star Wars,The Force Awakens,,2016.0,,,64.0,0.0
30279-1,Kylo Ren's Command Shuttle,,4.0,2.0,4.5,2.0,Licensed,Star Wars,The Force Awakens,,2016.0,,,43.0,0.0
30346-1,Prison Island Helicopter,,4.0,,3.5,2.0,Modern day,City,Prison Island,,2016.0,,,46.0,1.0
30347-1,Fire Car,3.99,3.0,2.0,5.0,1.0,Modern day,City,Fire,,2016.0,,,53.0,1.0
30348-1,Mini Dumper,,4.0,,4.0,1.0,Modern day,City,Construction,,2016.0,,,45.0,1.0
30349-1,Sports Car,3.99,4.0,4.0,4.0,2.0,Modern day,City,Traffic,,2016.0,,,47.0,1.0
30350-1,Volcano Jackhammer,,5.0,5.0,4.5,2.0,Modern day,City,Volcano Explorers,,2016.0,,,53.0,1.0
30371-1,Knight's Cycle,,3.0,2.0,3.0,3.0,Action/Adventure,Nexo Knights,Miscellaneous,,2016.0,,,42.0,1.0
30372-1,Robin's Mini Fortrex,,3.0,2.0,4.7,3.0,Action/Adventure,Nexo Knights,Miscellaneous,,2016.0,,,45.0,1.0
30373-1,Knighton Hyper Cannon,,4.0,3.0,,,Action/Adventure,Nexo Knights,Miscellaneous,,2016.0,,,47.0,1.0
30374-1,The Lava Slinger,,3.0,2.0,4.0,1.0,Action/Adventure,Nexo Knights,Miscellaneous,,2016.0,,,40.0,1.0
30375-1,Sira's Adventurous Airglider,,9.0,,,,Action/Adventure,Elves,,,2016.0,,,24.0,1.0
30396-1,Cupcake Stall,,4.0,,,,Girls,Friends,,,2016.0,,,28.0,1.0
30397-1,Olaf's Summertime Fun,,6.0,4.0,4.5,2.0,Licensed,Disney,Frozen,,2016.0,,,48.0,1.0
30398-1,Adventure Camp Bridge,,2.0,1.0,3.5,2.0,Girls,Friends,Adventure Camp,,2016.0,,,37.0,1.0
30399-1,Bowling Alley,3.99,4.0,2.0,3.0,1.0,Girls,Friends,Amusement Park,,2016.0,,,51.0,1.0
30421-1,Skybound Plane,,4.0,6.0,4.5,2.0,Action/Adventure,Ninjago,Skybound,,2016.0,,,30.0,1.0
30422-1,Kai's Mini Dragon,,5.0,3.0,4.4,5.0,Action/Adventure,Ninjago,Skybound,,2016.0,,,39.0,1.0
30423-1,Anchor-Jet,,6.0,5.0,,,Action/Adventure,Ninjago,Skybound,,2016.0,,,38.0,1.0
30424-1,WU-CRU Training Dojo,,7.0,8.0,,,Action/Adventure,Ninjago,General,,2016.0,,,43.0,2.0
30446-1,The Batmobile,3.99,5.0,4.0,4.0,2.0,Licensed,DC Comics Super Heroes,DC Extended Universe,,2016.0,,,63.0,0.0
30447-1,Captain America's Motorcycle ,,9.0,6.0,4.0,2.0,Licensed,Marvel Super Heroes,Captain America: Civil War,,2016.0,,,25.0,1.0
30448-1,Spider-Man vs. The Venom Symbiote,,13.0,10.0,4.7,3.0,Licensed,Marvel Super Heroes,Ultimate Spider-Man,,2016.0,,,49.0,1.0
30471-1,Helicopter,,3.0,1.0,4.0,1.0,Model making,Creator,,,2016.0,,,47.0,0.0
30472-1,Parrot,,4.0,2.0,,,Model making,Creator,,,2016.0,,,43.0,0.0
30473-1,Racer,,4.0,,,,Junior,Juniors,City,,2016.0,,,30.0,1.0
30474-1,Reindeer,3.49,8.0,4.0,5.0,1.0,Model making,Creator,Seasonal,,2016.0,,,77.0,0.0
30601-1,Scooby-Doo,,9.0,10.0,2.5,2.0,Licensed,Scooby-Doo,,,2016.0,,,2.0,0.0
30602-1,First Order Stormtrooper,,8.0,5.0,5.0,1.0,Licensed,Star Wars,The Force Awakens,,2016.0,,,7.0,1.0
30603-1,Batman Classic TV Series - Mr. Freeze,,7.0,6.0,4.5,2.0,Licensed,DC Comics Super Heroes,Batman Classic TV Series,,2016.0,,,16.0,1.0
30604-1,Cosmic Boy,,8.0,5.0,3.5,2.0,Licensed,DC Comics Super Heroes,,,2016.0,,,7.0,1.0
30605-1,Finn (FN-2187),,8.0,5.0,3.0,1.0,Licensed,Star Wars,The Force Awakens,,2016.0,,,5.0,1.0
30606-1,Nightwing,,11.0,7.0,3.0,2.0,Licensed,DC Comics Super Heroes,Batman,,2016.0,,,6.0,1.0
31040-1,Desert Racers,4.99,5.0,2.0,3.0,1.0,Model making,Creator,,,2016.0,521.794,0.07,65.0,0.0
31041-1,Construction Vehicles,4.99,9.0,5.0,5.0,2.0,Model making,Creator,,,2016.0,521.794,0.07,64.0,0.0
31042-1,Super Soarer,9.99,12.0,5.0,4.0,2.0,Model making,Creator,,,2016.0,1238.826,0.18,100.0,0.0
31043-1,Chopper Transporter,9.99,9.0,6.0,5.0,1.0,Model making,Creator,,,2016.0,1238.826,0.17,124.0,0.0
31044-1,Park Animals,14.99,24.0,15.0,4.0,1.0,Model making,Creator,,,2016.0,1773.2159999999994,0.28,202.0,0.0
31045-1,Ocean Explorer,14.99,22.0,11.0,5.0,2.0,Model making,Creator,,,2016.0,2253.4619999999995,0.32,213.0,0.0
31046-1,Fast Car,19.99,19.0,7.0,4.3,3.0,Model making,Creator,,,2016.0,2301.9320000000002,0.4,222.0,0.0
31047-1,Propeller Plane,19.99,25.0,14.0,4.5,2.0,Model making,Creator,,,2016.0,3052.562,0.44,230.0,0.0
31048-1,Lakeside Lodge,29.99,30.0,23.0,4.8,5.0,Model making,Creator,,,2016.0,3989.2259999999997,0.63,368.0,1.0
31049-1,Twin Spin Helicopter,29.99,16.0,,,,Model making,Creator,,,2016.0,3989.2259999999997,0.58,326.0,0.0
31050-1,Corner Deli,39.99,42.0,31.0,4.8,5.0,Model making,Creator,,,2016.0,5604.704000000001,0.79,467.0,2.0
31051-1,Lighthouse Point,59.99,55.0,38.0,5.0,2.0,Model making,Creator,,,2016.0,8256.96,1.03,528.0,2.0
31052-1,Vacation Getaways,69.99,66.0,42.0,5.0,2.0,Model making,Creator,,,2016.0,8984.52,1.4,792.0,2.0
31053-1,Treehouse Adventures,34.99,34.0,19.0,5.0,2.0,Model making,Creator,,,2016.0,4359.156,0.7,387.0,2.0
40220-1,London Bus,,13.0,9.0,4.8,4.0,Model making,Creator,,,2016.0,1688.4,,118.0,0.0
40221-1,Fountain,,16.0,13.0,4.8,5.0,Model making,Creator,,,2016.0,756.0,,105.0,2.0
41065-1,Rapunzel's Best Day Ever,19.99,27.0,16.0,,,Licensed,Disney,Tangled,,2016.0,2388.455,0.27,145.0,1.0
41066-1,Anna & Kristoff's Sleigh Adventure,29.99,29.0,20.0,,,Licensed,Disney,Frozen,,2016.0,3052.562,0.34,174.0,2.0
41067-1,Belle's Enchanted Castle,49.99,81.0,55.0,4.0,1.0,Licensed,Disney,Beauty and the Beast,,2016.0,5604.704000000001,0.66,374.0,8.0
41068-1,Arendelle Castle Celebration,59.99,53.0,34.0,,,Licensed,Disney,Frozen,,2016.0,7105.964,0.87,477.0,6.0
41069-1,Treasure's Day at the Pool,5.99,8.0,3.0,3.0,1.0,Licensed,Disney,Palace Pets,,2016.0,521.794,0.08,70.0,0.0
41110-1,Birthday Party,19.99,19.0,8.0,,,Girls,Friends,Party,,2016.0,3052.562,0.32,191.0,1.0
41111-1,Party Train,9.99,9.0,6.0,,,Girls,Friends,Party,,2016.0,996.1649999999997,0.13,109.0,1.0
41112-1,Party Cakes,4.99,7.0,4.0,,,Girls,Friends,Party,,2016.0,521.794,0.06,50.0,0.0
41113-1,Party Gift Shop,4.99,6.0,4.0,,,Girls,Friends,Party,,2016.0,521.794,0.08,52.0,0.0
41114-1,Party Styling,4.99,6.0,5.0,,,Girls,Friends,Party,,2016.0,521.794,0.07,54.0,0.0
41115-1,Emma's Creative Workshop,9.99,13.0,7.0,4.0,1.0,Girls,Friends,,,2016.0,996.1649999999997,0.14,108.0,1.0
41116-1,Olivia's Exploration Car,14.99,18.0,6.0,,,Girls,Friends,,,2016.0,1642.7910000000002,0.22,185.0,1.0
41117-1,Pop Star TV Studio,19.99,21.0,9.0,4.0,1.0,Girls,Friends,Pop Star,,2016.0,3052.562,0.36,194.0,1.0
41118-1,Heartlake Supermarket,29.99,38.0,27.0,5.0,1.0,Girls,Friends,,,2016.0,3989.2259999999997,0.52,313.0,2.0
41119-1,Heartlake Cupcake Cafe,39.99,46.0,22.0,5.0,1.0,Girls,Friends,,,2016.0,7105.964,0.77,439.0,2.0
41120-1,Adventure Camp Archery,9.99,9.0,6.0,4.0,1.0,Girls,Friends,Adventure Camp,,2016.0,996.1649999999997,0.14,114.0,1.0
41121-1,Adventure Camp Rafting,29.99,21.0,17.0,5.0,1.0,Girls,Friends,Adventure Camp,,2016.0,4359.156,0.49,320.0,2.0
41122-1,Adventure Camp Tree House,79.99,72.0,30.0,5.0,1.0,Girls,Friends,Adventure Camp,,2016.0,12578.328000000001,1.31,726.0,3.0
41123-1,Foal's Washing Station,9.99,11.0,6.0,,,Girls,Friends,Vet,,2016.0,996.1649999999997,0.13,77.0,1.0
41124-1,Heartlake Puppy Daycare,29.99,34.0,18.0,,,Girls,Friends,Vet,,2016.0,4359.156,0.52,286.0,2.0
41125-1,Horse Vet Trailer,39.99,46.0,28.0,,,Girls,Friends,Vet,,2016.0,5604.704000000001,0.67,370.0,2.0
41126-1,Heartlake Riding Club,59.99,56.0,40.0,,,Girls,Friends,,,2016.0,10016.64,1.22,575.0,2.0
41127-1,Amusement Park Arcade,14.99,15.0,9.0,5.0,2.0,Girls,Friends,Amusement Park,,2016.0,1642.7910000000002,0.2,174.0,1.0
41128-1,Amusement Park Space Ride,19.99,19.0,13.0,5.0,2.0,Girls,Friends,Amusement Park,,2016.0,3052.562,0.33,195.0,1.0
41129-1,Amusement Park Hot Dog Van,29.99,26.0,18.0,3.5,2.0,Girls,Friends,Amusement Park,,2016.0,3989.2259999999997,0.44,243.0,2.0
41130-1,Amusement Park Roller Coaster,99.99,113.0,59.0,4.5,2.0,Girls,Friends,Amusement Park,,2016.0,17055.36,1.77,1124.0,4.0
41131-1,Friends Advent Calendar,29.99,12.0,,4.0,1.0,Girls,Friends,Seasonal,,2016.0,7105.964,0.38,218.0,2.0
41132-1,Heartlake Party Shop,29.99,24.0,,,,Girls,Friends,Party,,2016.0,,,176.0,2.0
41133-1,Amusement Park Bumper Cars,39.99,35.0,22.0,4.0,1.0,Girls,Friends,Amusement Park,,2016.0,,,424.0,2.0
41134-1,Heartlake Performance School,79.99,83.0,45.0,3.0,2.0,Girls,Friends,,,2016.0,,,774.0,3.0
41135-1,Livi's Pop Star House,49.99,109.0,53.0,4.0,1.0,Girls,Friends,Pop Star,,2016.0,8256.96,0.93,597.0,2.0
41140-1,Daisy's Beauty Salon,9.99,11.0,7.0,,,Licensed,Disney,Palace Pets,,2016.0,791.2919999999997,0.12,98.0,0.0
41141-1,Pumpkin's Royal Carriage,9.99,15.0,,3.0,1.0,Licensed,Disney,Palace Pets,,2016.0,791.2919999999997,0.11,79.0,0.0
41142-1,Palace Pets Royal Castle,19.99,25.0,11.0,,,Licensed,Disney,Palace Pets,,2016.0,2858.315,0.33,186.0,0.0
41171-1,Emily Jones & the Baby Wind Dragon,9.99,32.0,20.0,3.5,2.0,Action/Adventure,Elves,,,2016.0,996.1649999999997,0.12,80.0,1.0
41172-1,The Water Dragon Adventure,19.99,40.0,26.0,4.0,2.0,Action/Adventure,Elves,,,2016.0,3052.562,0.33,212.0,1.0
41173-1,Elvendale School of Dragons,19.99,42.0,26.0,,,Action/Adventure,Elves,,,2016.0,3052.562,0.35,230.0,1.0
41174-1,The Starlight Inn,29.99,77.0,59.0,5.0,1.0,Action/Adventure,Elves,,,2016.0,4359.156,0.47,343.0,2.0
41175-1,Fire Dragon's Lava Cave,39.99,51.0,43.0,5.0,1.0,Action/Adventure,Elves,,,2016.0,5604.704000000001,0.62,441.0,2.0
41176-1,The Secret Market Place,59.99,102.0,77.0,5.0,1.0,Action/Adventure,Elves,,,2016.0,8256.96,0.87,691.0,2.0
41177-1,The Precious Crystal Mine,29.99,33.0,26.0,,,Action/Adventure,Elves,,,2016.0,3989.2259999999997,0.4,273.0,2.0
41178-1,The Dragon Sanctuary,49.99,139.0,134.0,,,Action/Adventure,Elves,,,2016.0,7105.964,0.73,585.0,2.0
41179-1,Queen Dragon's Rescue,69.99,121.0,113.0,,,Action/Adventure,Elves,,,2016.0,11877.84,1.25,833.0,2.0
41180-1,Ragana's Magic Shadow Castle,99.99,107.0,86.0,5.0,4.0,Action/Adventure,Elves,,,2016.0,12882.239999999998,1.48,1014.0,3.0
41490-1,Superman & Wonder Woman,39.99,795.0,,,,Licensed,BrickHeadz,DC Comics Super Heroes,,2016.0,,,220.0,0.0
41491-1,Batman & The Joker,39.99,538.0,280.0,,,Licensed,BrickHeadz,DC Comics Super Heroes,,2016.0,,,212.0,0.0
