set_no,name,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,price_store,price_new,price_used,rating_value,rating_votes,main_tag,set_type,packaging
70795-1,Mask Maker vs. Skull Grinder,Constraction,Bionicle,Miscellaneous,2015.0,171.0,0.0,/inventories/70795-1,,29.99,45.0,30.0,4.8,4.0,,Normal,Box
70817-1,Batman & Super Angry Kitty Attack,Licensed,The LEGO Movie,,2015.0,115.0,3.0,/inventories/70817-1,/minifigs/inset-70817-1,9.99,17.0,15.0,4.0,2.0,,Normal,Box
70818-1,Double-Decker Couch,Licensed,The LEGO Movie,,2015.0,197.0,5.0,/inventories/70818-1,/minifigs/inset-70818-1,14.99,29.0,25.0,4.6,5.0,,Normal,Box
70819-1,Bad Cop Car Chase,Licensed,The LEGO Movie,,2015.0,292.0,4.0,/inventories/70819-1,/minifigs/inset-70819-1,29.99,41.0,28.0,3.5,2.0,,Normal,Box
71008-0,LEGO Minifigures - Series 13 {Random bag},Miscellaneous,Collectable Minifigures,Series 13,2015.0,7.0,0.0,/inventories/71008-0,,3.99,,,,,,Random,Foil pack
71008-1,Classic King,Miscellaneous,Collectable Minifigures,Series 13,2015.0,9.0,1.0,,/minifigs/inset-71008-1,3.99,11.0,3.0,4.2,5.0,,Normal,Foil pack
71008-2,Sheriff,Miscellaneous,Collectable Minifigures,Series 13,2015.0,8.0,1.0,,/minifigs/inset-71008-2,3.99,72.0,63.0,3.0,1.0,,Normal,Foil pack
71008-3,Unicorn Girl,Miscellaneous,Collectable Minifigures,Series 13,2015.0,6.0,1.0,,/minifigs/inset-71008-3,3.99,,,3.0,1.0,,Normal,Foil pack
71008-4,Snake Charmer,Miscellaneous,Collectable Minifigures,Series 13,2015.0,7.0,1.0,,/minifigs/inset-71008-4,3.99,,,4.0,3.0,,Normal,Foil pack
71008-5,Goblin,Miscellaneous,Collectable Minifigures,Series 13,2015.0,7.0,1.0,,/minifigs/inset-71008-5,3.99,,,4.7,3.0,,Normal,Foil pack
71008-6,Paleontologist,Miscellaneous,Collectable Minifigures,Series 13,2015.0,7.0,1.0,,/minifigs/inset-71008-6,3.99,,,3.0,1.0,,Normal,Foil pack
71008-7,Alien Trooper,Miscellaneous,Collectable Minifigures,Series 13,2015.0,6.0,1.0,,/minifigs/inset-71008-7,3.99,,,4.0,3.0,,Normal,Foil pack
71008-8,Egyptian Warrior,Miscellaneous,Collectable Minifigures,Series 13,2015.0,7.0,1.0,,/minifigs/inset-71008-8,3.99,,,4.7,3.0,,Normal,Foil pack
71008-9,Carpenter,Miscellaneous,Collectable Minifigures,Series 13,2015.0,7.0,1.0,,/minifigs/inset-71008-9,3.99,,,3.0,1.0,,Normal,Foil pack
71008-10,Evil Wizard,Miscellaneous,Collectable Minifigures,Series 13,2015.0,10.0,1.0,,/minifigs/inset-71008-10,3.99,,,3.0,2.0,,Normal,Foil pack
71008-11,Fencer,Miscellaneous,Collectable Minifigures,Series 13,2015.0,6.0,1.0,,/minifigs/inset-71008-11,3.99,,,3.0,1.0,,Normal,Foil pack
71008-12,Samurai,Miscellaneous,Collectable Minifigures,Series 13,2015.0,8.0,1.0,,/minifigs/inset-71008-12,3.99,,,3.0,1.0,,Normal,Foil pack
71008-13,Disco Diva,Miscellaneous,Collectable Minifigures,Series 13,2015.0,8.0,1.0,,/minifigs/inset-71008-13,3.99,,,4.0,1.0,,Normal,Foil pack
71008-14,Hot Dog Man,Miscellaneous,Collectable Minifigures,Series 13,2015.0,5.0,1.0,,/minifigs/inset-71008-14,3.99,,,4.4,5.0,,Normal,Foil pack
71008-15,Lady Cyclops,Miscellaneous,Collectable Minifigures,Series 13,2015.0,6.0,1.0,,/minifigs/inset-71008-15,3.99,,,4.0,2.0,,Normal,Foil pack
71008-16,Galaxy Trooper,Miscellaneous,Collectable Minifigures,Series 13,2015.0,8.0,1.0,,/minifigs/inset-71008-16,3.99,,,5.0,3.0,,Normal,Foil pack
71008-17,LEGO Minifigures - Series 13 - Complete,Miscellaneous,Collectable Minifigures,Series 13,2015.0,115.0,16.0,,/minifigs/inset-71008-17,,,,,,,Collection,
71008-18,LEGO Minifigures - Series 13 - Sealed Box,Miscellaneous,Collectable Minifigures,Series 13,2015.0,7.0,0.0,,,,,,,,,Collection,
71009-0,LEGO Minifigures - The Simpsons Series 2 {Random bag},Miscellaneous,Collectable Minifigures,The Simpsons series 2,2015.0,,0.0,,,3.99,,,,,,Random,
71009-1,Homer,Miscellaneous,Collectable Minifigures,The Simpsons series 2,2015.0,4.0,1.0,,/minifigs/inset-71009-1,3.99,3.0,30.0,3.0,2.0,,Normal,Foil pack
71009-2,Marge,Miscellaneous,Collectable Minifigures,The Simpsons series 2,2015.0,9.0,1.0,,/minifigs/inset-71009-2,3.99,51.0,49.0,3.0,1.0,,Normal,Foil pack
71009-3,Lisa,Miscellaneous,Collectable Minifigures,The Simpsons series 2,2015.0,5.0,1.0,,/minifigs/inset-71009-3,3.99,,,3.0,1.0,,Normal,Foil pack
71009-4,Maggie,Miscellaneous,Collectable Minifigures,The Simpsons series 2,2015.0,3.0,1.0,,/minifigs/inset-71009-4,3.99,,,2.5,2.0,,Normal,Foil pack
71009-5,Bart,Miscellaneous,Collectable Minifigures,The Simpsons series 2,2015.0,5.0,1.0,,/minifigs/inset-71009-5,3.99,,,4.0,2.0,,Normal,Foil pack
71009-6,Milhouse,Miscellaneous,Collectable Minifigures,The Simpsons series 2,2015.0,5.0,1.0,,/minifigs/inset-71009-6,3.99,,,3.5,2.0,,Normal,Foil pack
71009-7,Comic Book Guy,Miscellaneous,Collectable Minifigures,The Simpsons series 2,2015.0,5.0,1.0,,/minifigs/inset-71009-7,3.99,,,4.0,2.0,,Normal,Foil pack
71009-8,Martin,Miscellaneous,Collectable Minifigures,The Simpsons series 2,2015.0,4.0,1.0,,/minifigs/inset-71009-8,3.99,,,3.0,1.0,,Normal,Foil pack
71009-9,Professor Frink,Miscellaneous,Collectable Minifigures,The Simpsons series 2,2015.0,4.0,1.0,,/minifigs/inset-71009-9,3.99,,,3.0,1.0,,Normal,Foil pack
71009-10,Hans Moleman,Miscellaneous,Collectable Minifigures,The Simpsons series 2,2015.0,4.0,1.0,,/minifigs/inset-71009-10,3.99,,,3.5,2.0,,Normal,Foil pack
71009-11,Selma,Miscellaneous,Collectable Minifigures,The Simpsons series 2,2015.0,5.0,1.0,,/minifigs/inset-71009-11,3.99,,,3.0,1.0,,Normal,Foil pack
71009-12,Patty,Miscellaneous,Collectable Minifigures,The Simpsons series 2,2015.0,5.0,1.0,,/minifigs/inset-71009-12,3.99,,,3.0,1.0,,Normal,Foil pack
71009-13,Groundskeeper Willie,Miscellaneous,Collectable Minifigures,The Simpsons series 2,2015.0,4.0,1.0,,/minifigs/inset-71009-13,3.99,,,4.0,3.0,,Normal,Foil pack
71009-14,Edna Krabappel,Miscellaneous,Collectable Minifigures,The Simpsons series 2,2015.0,6.0,1.0,,/minifigs/inset-71009-14,3.99,,,3.0,1.0,,Normal,Foil pack
71009-15,Smithers,Miscellaneous,Collectable Minifigures,The Simpsons series 2,2015.0,5.0,1.0,,/minifigs/inset-71009-15,3.99,,,3.0,1.0,,Normal,Foil pack
71009-16,Dr Hibbert,Miscellaneous,Collectable Minifigures,The Simpsons series 2,2015.0,4.0,1.0,,/minifigs/inset-71009-16,3.99,,,3.0,1.0,,Normal,Foil pack
71009-17,LEGO Minifigures - The Simpsons Series 2 - Complete,Miscellaneous,Collectable Minifigures,The Simpsons series 2,2015.0,77.0,16.0,,/minifigs/inset-71009-17,,,,,,,Collection,Foil pack
71009-18,LEGO Minifigures - The Simpsons Series 2 - Sealed Box,Miscellaneous,Collectable Minifigures,The Simpsons series 2,2015.0,,0.0,,,,,,,,,Collection,Box
71010-0,LEGO Minifigures - Series 14 - Monsters {Random bag},Miscellaneous,Collectable Minifigures,Series 14,2015.0,,0.0,,,3.99,,,,,,Random,Foil pack
71010-1,Wolf Guy,Miscellaneous,Collectable Minifigures,Series 14,2015.0,5.0,1.0,,/minifigs/inset-71010-1,3.99,9.0,30.0,3.7,3.0,,Normal,Foil pack
71010-2,Zombie Pirate,Miscellaneous,Collectable Minifigures,Series 14,2015.0,6.0,1.0,,/minifigs/inset-71010-2,3.99,56.0,59.0,3.5,2.0,,Normal,Foil pack
71010-3,Monster Scientist,Miscellaneous,Collectable Minifigures,Series 14,2015.0,5.0,1.0,,/minifigs/inset-71010-3,3.99,,,4.0,2.0,,Normal,Foil pack
71010-4,Wacky Witch,Miscellaneous,Collectable Minifigures,Series 14,2015.0,7.0,1.0,,/minifigs/inset-71010-4,3.99,,,4.0,2.0,,Normal,Foil pack
71010-5,Plant Monster,Miscellaneous,Collectable Minifigures,Series 14,2015.0,6.0,1.0,,/minifigs/inset-71010-5,3.99,,,4.7,3.0,,Normal,Foil pack
71010-6,Fly Monster,Miscellaneous,Collectable Minifigures,Series 14,2015.0,4.0,1.0,,/minifigs/inset-71010-6,3.99,,,4.0,2.0,,Normal,Foil pack
71010-7,Spectre,Miscellaneous,Collectable Minifigures,Series 14,2015.0,6.0,1.0,,/minifigs/inset-71010-7,3.99,,,4.0,5.0,,Normal,Foil pack
71010-8,Zombie Cheerleader,Miscellaneous,Collectable Minifigures,Series 14,2015.0,6.0,1.0,,/minifigs/inset-71010-8,3.99,,,5.0,3.0,,Normal,Foil pack
71010-9,Tiger Woman,Miscellaneous,Collectable Minifigures,Series 14,2015.0,5.0,1.0,,/minifigs/inset-71010-9,3.99,,,4.6,5.0,,Normal,Foil pack
71010-10,Gargoyle,Miscellaneous,Collectable Minifigures,Series 14,2015.0,5.0,1.0,,/minifigs/inset-71010-10,3.99,,,4.8,4.0,,Normal,Foil pack
71010-11,Skeleton Guy,Miscellaneous,Collectable Minifigures,Series 14,2015.0,5.0,1.0,,/minifigs/inset-71010-11,3.99,,,5.0,2.0,,Normal,Foil pack
71010-12,Monster Rocker,Miscellaneous,Collectable Minifigures,Series 14,2015.0,5.0,1.0,,/minifigs/inset-71010-12,3.99,,,3.7,3.0,,Normal,Foil pack
71010-13,Zombie Businessman,Miscellaneous,Collectable Minifigures,Series 14,2015.0,6.0,1.0,,/minifigs/inset-71010-13,3.99,,,4.7,3.0,,Normal,Foil pack
71010-14,Banshee,Miscellaneous,Collectable Minifigures,Series 14,2015.0,4.0,1.0,,/minifigs/inset-71010-14,3.99,,,4.3,3.0,,Normal,Foil pack
71010-15,Square Foot,Miscellaneous,Collectable Minifigures,Series 14,2015.0,4.0,1.0,,/minifigs/inset-71010-15,3.99,,,3.8,4.0,,Normal,Foil pack
71010-16,Spider Lady,Miscellaneous,Collectable Minifigures,Series 14,2015.0,7.0,1.0,,/minifigs/inset-71010-16,3.99,,,4.5,2.0,,Normal,Foil pack
71010-17,LEGO Minifigures - Series 14 - Monsters - Complete,Miscellaneous,Collectable Minifigures,Series 14,2015.0,86.0,16.0,,/minifigs/inset-71010-17,,,,,,,Collection,
71010-18,LEGO Minifigures - Series 14 - Monsters - Sealed Box,Miscellaneous,Collectable Minifigures,Series 14,2015.0,,0.0,,,,,,,,,Collection,
71016-1,Kwik-E-Mart,Licensed,The Simpsons,,2015.0,2179.0,6.0,/inventories/71016-1,/minifigs/inset-71016-1,199.99,247.0,205.0,4.5,2.0,,Normal,Box
71170-1,Starter Pack: PS3,Miscellaneous,Dimensions,Starter Pack,2015.0,267.0,0.0,/inventories/71170-1,,59.99,27.0,15.0,4.5,2.0,,Collection,Box
71171-1,Starter Pack: PS4,Miscellaneous,Dimensions,Starter Pack,2015.0,273.0,0.0,/inventories/71171-1,,89.99,20.0,24.0,4.5,2.0,,Collection,Box
71172-1,Starter Pack: Xbox One,Miscellaneous,Dimensions,Starter Pack,2015.0,267.0,0.0,/inventories/71172-1,,89.99,30.0,25.0,,,,Collection,
71173-1,Starter Pack: Xbox 360,Miscellaneous,Dimensions,Starter Pack,2015.0,267.0,0.0,/inventories/71173-1,,59.99,25.0,16.0,3.0,2.0,,Collection,
71174-1,Starter Pack: Wii U,Miscellaneous,Dimensions,Starter Pack,2015.0,267.0,0.0,/inventories/71174-1,,59.99,23.0,15.0,4.0,2.0,,Collection,
71200-1,Starter Pack parts,Miscellaneous,Dimensions,Starter Pack,2015.0,267.0,3.0,/inventories/71200-1,/minifigs/inset-71200-1,,11.0,15.0,5.0,1.0,,Normal,Box
71201-1,Back to the Future Level Pack,Miscellaneous,Dimensions,Level Pack,2015.0,94.0,1.0,/inventories/71201-1,/minifigs/inset-71201-1,29.99,19.0,16.0,4.0,3.0,,Normal,Box
71202-1,The Simpsons Level Pack,Miscellaneous,Dimensions,Level Pack,2015.0,98.0,1.0,/inventories/71202-1,/minifigs/inset-71202-1,29.99,8.0,6.0,3.5,2.0,,Normal,Box
71203-1,Portal 2 Level Pack,Miscellaneous,Dimensions,Level Pack,2015.0,85.0,1.0,/inventories/71203-1,/minifigs/inset-71203-1,29.99,12.0,10.0,5.0,2.0,,Normal,Box
71204-1,Doctor Who Level Pack,Miscellaneous,Dimensions,Level Pack,2015.0,83.0,1.0,/inventories/71204-1,/minifigs/inset-71204-1,29.99,19.0,13.0,4.0,2.0,,Normal,Box
71205-1,Jurassic World Team Pack,Miscellaneous,Dimensions,Team Pack,2015.0,103.0,2.0,/inventories/71205-1,/minifigs/inset-71205-1,24.99,18.0,16.0,4.0,2.0,,Normal,Box
71206-1,Scooby-Doo Team Pack,Miscellaneous,Dimensions,Team Pack,2015.0,81.0,1.0,/inventories/71206-1,/minifigs/inset-71206-1,24.99,19.0,16.0,3.5,2.0,,Normal,Box
71207-1,Ninjago Team Pack,Miscellaneous,Dimensions,Team Pack,2015.0,97.0,2.0,/inventories/71207-1,/minifigs/inset-71207-1,24.99,25.0,17.0,3.0,1.0,,Normal,Box
71209-1,Wonder Woman,Miscellaneous,Dimensions,Fun Pack,2015.0,41.0,1.0,/inventories/71209-1,/minifigs/inset-71209-1,11.99,9.0,6.0,4.0,3.0,,Normal,Box
71210-1,Cyborg,Miscellaneous,Dimensions,Fun Pack,2015.0,50.0,1.0,/inventories/71210-1,/minifigs/inset-71210-1,11.99,28.0,10.0,4.3,3.0,,Normal,Box
71211-1,Bart,Miscellaneous,Dimensions,Fun Pack,2015.0,34.0,1.0,/inventories/71211-1,/minifigs/inset-71211-1,11.99,6.0,3.0,3.0,1.0,,Normal,Box
71212-1,Emmet,Miscellaneous,Dimensions,Fun Pack,2015.0,55.0,1.0,/inventories/71212-1,/minifigs/inset-71212-1,11.99,6.0,3.0,4.0,1.0,,Normal,Box
71213-1,Bad Cop,Miscellaneous,Dimensions,Fun Pack,2015.0,62.0,1.0,/inventories/71213-1,/minifigs/inset-71213-1,11.99,5.0,4.0,3.0,1.0,,Normal,Box
71214-1,Benny,Miscellaneous,Dimensions,Fun Pack,2015.0,46.0,1.0,/inventories/71214-1,/minifigs/inset-71214-1,11.99,5.0,4.0,4.3,4.0,,Normal,Box
71215-1,Jay,Miscellaneous,Dimensions,Fun Pack,2015.0,48.0,1.0,/inventories/71215-1,/minifigs/inset-71215-1,11.99,12.0,7.0,4.0,1.0,,Normal,Box
71216-1,Nya,Miscellaneous,Dimensions,Fun Pack,2015.0,59.0,1.0,/inventories/71216-1,/minifigs/inset-71216-1,11.99,5.0,5.0,4.0,1.0,,Normal,Box
71217-1,Zane,Miscellaneous,Dimensions,Fun Pack,2015.0,45.0,1.0,/inventories/71217-1,/minifigs/inset-71217-1,11.99,8.0,6.0,3.5,2.0,,Normal,Box
71218-1,Gollum,Miscellaneous,Dimensions,Fun Pack,2015.0,39.0,1.0,/inventories/71218-1,/minifigs/inset-71218-1,11.99,6.0,4.0,2.7,3.0,,Normal,Box
71219-1,Legolas,Miscellaneous,Dimensions,Fun Pack,2015.0,36.0,1.0,/inventories/71219-1,/minifigs/inset-71219-1,11.99,5.0,4.0,3.5,2.0,,Normal,Box
71220-1,Gimli,Miscellaneous,Dimensions,Fun Pack,2015.0,56.0,1.0,/inventories/71220-1,/minifigs/inset-71220-1,11.99,6.0,2.0,4.0,1.0,,Normal,Box
71221-1,Wicked Witch,Miscellaneous,Dimensions,Fun Pack,2015.0,38.0,1.0,/inventories/71221-1,/minifigs/inset-71221-1,11.99,9.0,7.0,4.5,4.0,,Normal,Box
71222-1,Laval,Miscellaneous,Dimensions,Fun Pack,2015.0,57.0,1.0,/inventories/71222-1,/minifigs/inset-71222-1,11.99,6.0,4.0,3.0,1.0,,Normal,Box
71223-1,Cragger,Miscellaneous,Dimensions,Fun Pack,2015.0,45.0,1.0,/inventories/71223-1,/minifigs/inset-71223-1,11.99,4.0,5.0,4.0,1.0,,Normal,Box
71227-1,Krusty,Miscellaneous,Dimensions,Fun Pack,2015.0,38.0,1.0,/inventories/71227-1,/minifigs/inset-71227-1,11.99,5.0,2.0,3.0,1.0,,Normal,Box
71231-1,Unikitty,Miscellaneous,Dimensions,Fun Pack,2015.0,57.0,1.0,/inventories/71231-1,/minifigs/inset-71231-1,11.99,8.0,5.0,4.5,2.0,,Normal,Box
71232-1,Eris Fun Pack,Miscellaneous,Dimensions,Fun Pack,2015.0,59.0,1.0,/inventories/71232-1,/minifigs/inset-71232-1,11.99,5.0,4.0,5.0,1.0,,Normal,Box
75060-1,Slave I,Licensed,Star Wars,Ultimate Collector Series,2015.0,1996.0,5.0,/inventories/75060-1,/minifigs/inset-75060-1,199.99,219.0,187.0,4.7,6.0,,Normal,Box
75072-1,ARC-170 Starfighter,Licensed,Star Wars,MicroFighters,2015.0,95.0,1.0,/inventories/75072-1,/minifigs/inset-75072-1,9.99,13.0,8.0,4.3,4.0,,Normal,Box
75073-1,Vulture Droid,Licensed,Star Wars,MicroFighters,2015.0,77.0,1.0,/inventories/75073-1,/minifigs/inset-75073-1,9.99,13.0,7.0,3.0,1.0,,Normal,Box
75074-1,Snowspeeder,Licensed,Star Wars,MicroFighters,2015.0,97.0,1.0,/inventories/75074-1,/minifigs/inset-75074-1,9.99,12.0,6.0,5.0,3.0,,Normal,Box
75075-1,AT-AT,Licensed,Star Wars,MicroFighters,2015.0,88.0,1.0,/inventories/75075-1,/minifigs/inset-75075-1,9.99,13.0,5.0,5.0,5.0,,Normal,Box
75076-1,Republic Gunship,Licensed,Star Wars,MicroFighters,2015.0,105.0,1.0,/inventories/75076-1,/minifigs/inset-75076-1,9.99,16.0,9.0,4.8,4.0,,Normal,Box
75077-1,Homing Spider Droid,Licensed,Star Wars,MicroFighters,2015.0,102.0,1.0,/inventories/75077-1,/minifigs/inset-75077-1,9.99,12.0,9.0,4.0,1.0,,Normal,Box
75078-1,Imperial Troop Transport,Licensed,Star Wars,Rebels,2015.0,141.0,4.0,/inventories/75078-1,/minifigs/inset-75078-1,12.99,20.0,14.0,4.4,12.0,,Normal,Box
75079-1,Shadow Troopers,Licensed,Star Wars,Legends,2015.0,95.0,4.0,/inventories/75079-1,/minifigs/inset-75079-1,12.99,17.0,10.0,4.1,7.0,,Normal,Box
75080-1,AAT,Licensed,Star Wars,Episode I,2015.0,251.0,3.0,/inventories/75080-1,/minifigs/inset-75080-1,24.99,38.0,28.0,4.0,7.0,,Normal,Box
75081-1,T-16 Skyhopper,Licensed,Star Wars,Episode IV,2015.0,247.0,2.0,/inventories/75081-1,/minifigs/inset-75081-1,24.99,27.0,25.0,4.5,6.0,,Normal,Box
75082-1,TIE Advanced Prototype,Licensed,Star Wars,Rebels,2015.0,355.0,3.0,/inventories/75082-1,/minifigs/inset-75082-1,39.99,41.0,29.0,4.2,5.0,,Normal,Box
75083-1,AT-DP,Licensed,Star Wars,Rebels,2015.0,500.0,4.0,/inventories/75083-1,/minifigs/inset-75083-1,49.99,63.0,48.0,4.7,3.0,,Normal,Box
75084-1,Wookiee Gunship,Licensed,Star Wars,Rebels,2015.0,570.0,4.0,/inventories/75084-1,/minifigs/inset-75084-1,69.99,73.0,43.0,3.5,2.0,,Normal,Box
75085-1,Hailfire Droid,Licensed,Star Wars,Episode II,2015.0,163.0,3.0,/inventories/75085-1,/minifigs/inset-75085-1,19.99,34.0,21.0,5.0,2.0,,Normal,Box
75086-1,Battle Droid Troop Carrier,Licensed,Star Wars,Episode I,2015.0,565.0,15.0,/inventories/75086-1,/minifigs/inset-75086-1,39.99,74.0,46.0,5.0,1.0,,Normal,Box
75087-1,Anakin's Custom Jedi Starfighter,Licensed,Star Wars,Legends,2015.0,370.0,3.0,/inventories/75087-1,/minifigs/inset-75087-1,39.99,44.0,33.0,5.0,4.0,,Normal,Box
75088-1,Senate Commando Troopers,Licensed,Star Wars,Legends,2015.0,106.0,4.0,/inventories/75088-1,/minifigs/inset-75088-1,12.99,17.0,12.0,5.0,3.0,,Normal,Box
75089-1,Geonosis Troopers,Licensed,Star Wars,Legends,2015.0,105.0,4.0,/inventories/75089-1,/minifigs/inset-75089-1,12.99,18.0,15.0,4.0,6.0,,Normal,Box
75090-1,Ezra's Speeder Bike,Licensed,Star Wars,Rebels,2015.0,253.0,3.0,/inventories/75090-1,/minifigs/inset-75090-1,19.99,24.0,19.0,4.5,6.0,,Normal,Box
75091-1,Flash Speeder,Licensed,Star Wars,Episode I,2015.0,312.0,5.0,/inventories/75091-1,/minifigs/inset-75091-1,29.99,26.0,19.0,4.8,4.0,,Normal,Box
75092-1,Naboo Starfighter,Licensed,Star Wars,Episode I,2015.0,442.0,9.0,/inventories/75092-1,/minifigs/inset-75092-1,49.99,61.0,42.0,4.5,2.0,,Normal,Box
75093-1,Death Star Final Duel,Licensed,Star Wars,Episode VI,2015.0,724.0,5.0,/inventories/75093-1,/minifigs/inset-75093-1,79.99,93.0,63.0,5.0,4.0,,Normal,Box
75094-1, Imperial Shuttle Tydirium,Licensed,Star Wars,Episode VI,2015.0,937.0,5.0,/inventories/75094-1,/minifigs/inset-75094-1,99.99,107.0,80.0,4.9,9.0,,Normal,Box
75095-1,TIE Fighter,Licensed,Star Wars,Ultimate Collector Series,2015.0,1685.0,1.0,/inventories/75095-1,/minifigs/inset-75095-1,199.99,192.0,149.0,4.0,2.0,,Normal,Box
75096-1,Sith Infiltrator,Licensed,Star Wars,Episode I,2015.0,662.0,8.0,/inventories/75096-1,/minifigs/inset-75096-1,89.99,79.0,60.0,5.0,1.0,,Normal,Box
75097-1,Star Wars Advent Calendar,Licensed,Star Wars,Seasonal,2015.0,292.0,9.0,/inventories/75097-1,/minifigs/inset-75097-1,39.99,27.0,29.0,,,,Normal,Box
75099-1,Rey's Speeder,Licensed,Star Wars,The Force Awakens,2015.0,193.0,2.0,/inventories/75099-1,/minifigs/inset-75099-1,19.99,15.0,10.0,4.2,14.0,,Normal,Box
75100-1,First Order Snowspeeder,Licensed,Star Wars,The Force Awakens,2015.0,444.0,3.0,/inventories/75100-1,/minifigs/inset-75100-1,39.99,30.0,16.0,3.6,5.0,,Normal,Box
75101-1,First Order Special Forces TIE Fighter,Licensed,Star Wars,The Force Awakens,2015.0,517.0,4.0,/inventories/75101-1,/minifigs/inset-75101-1,69.99,57.0,39.0,5.0,5.0,,Normal,Box
75102-1,Poe's X-wing Fighter,Licensed,Star Wars,The Force Awakens,2015.0,717.0,4.0,/inventories/75102-1,/minifigs/inset-75102-1,79.99,68.0,48.0,4.5,8.0,,Normal,Box
75103-1,First Order Transporter,Licensed,Star Wars,The Force Awakens,2015.0,792.0,7.0,/inventories/75103-1,/minifigs/inset-75103-1,89.99,86.0,59.0,5.0,7.0,,Normal,Box
75104-1,Kylo Ren's Command Shuttle,Licensed,Star Wars,The Force Awakens,2015.0,1005.0,6.0,/inventories/75104-1,/minifigs/inset-75104-1,119.99,84.0,59.0,4.0,6.0,,Normal,Box
75105-1,Millennium Falcon,Licensed,Star Wars,The Force Awakens,2015.0,1329.0,7.0,/inventories/75105-1,/minifigs/inset-75105-1,149.99,152.0,101.0,4.4,9.0,,Normal,Box
75106-1,Imperial Assault Carrier,Licensed,Star Wars,Rebels,2015.0,1216.0,6.0,/inventories/75106-1,/minifigs/inset-75106-1,129.99,90.0,69.0,4.0,3.0,,Normal,Box
75107-1,Jango Fett,Licensed,Star Wars,Buildable Figures,2015.0,85.0,0.0,/inventories/75107-1,,19.99,21.0,12.0,4.0,1.0,,Normal,Box
75108-1,Clone Commander Cody,Licensed,Star Wars,Buildable Figures,2015.0,82.0,0.0,/inventories/75108-1,,19.99,18.0,10.0,5.0,1.0,,Normal,Box
75109-1,Obi-Wan Kenobi,Licensed,Star Wars,Buildable Figures,2015.0,83.0,0.0,/inventories/75109-1,,24.99,20.0,11.0,,,,Normal,Box
75110-1,Luke Skywalker,Licensed,Star Wars,Buildable Figures,2015.0,83.0,0.0,/inventories/75110-1,,19.99,16.0,13.0,4.0,1.0,,Normal,Box
75111-1,Darth Vader,Licensed,Star Wars,Buildable Figures,2015.0,160.0,0.0,/inventories/75111-1,,29.99,21.0,12.0,3.8,4.0,,Normal,Box
75112-1,General Grievous,Licensed,Star Wars,Buildable Figures,2015.0,186.0,0.0,/inventories/75112-1,,34.99,42.0,27.0,5.0,4.0,,Normal,Box
75899-1,LaFerrari,Licensed,Speed Champions,Ferrari,2015.0,164.0,1.0,/inventories/75899-1,/minifigs/inset-75899-1,14.99,48.0,27.0,4.5,2.0,,Normal,Box
75900-1,Mummy Museum Mystery,Licensed,Scooby-Doo,,2015.0,110.0,2.0,/inventories/75900-1,/minifigs/inset-75900-1,14.99,38.0,24.0,3.5,2.0,,Normal,Box
75901-1,Mystery Plane Adventures,Licensed,Scooby-Doo,,2015.0,128.0,2.0,/inventories/75901-1,/minifigs/inset-75901-1,19.99,42.0,27.0,4.0,1.0,,Normal,Box
75902-1,The Mystery Machine,Licensed,Scooby-Doo,,2015.0,301.0,3.0,/inventories/75902-1,/minifigs/inset-75902-1,29.99,63.0,41.0,4.8,5.0,,Normal,Box
75903-1,Haunted Lighthouse,Licensed,Scooby-Doo,,2015.0,437.0,4.0,/inventories/75903-1,/minifigs/inset-75903-1,49.99,83.0,61.0,5.0,1.0,,Normal,Box
75904-1,Mystery Mansion,Licensed,Scooby-Doo,,2015.0,860.0,6.0,/inventories/75904-1,/minifigs/inset-75904-1,89.99,136.0,118.0,5.0,3.0,,Normal,Box
75908-1,458 Italia GT2,Licensed,Speed Champions,Ferrari,2015.0,153.0,1.0,/inventories/75908-1,/minifigs/inset-75908-1,14.99,39.0,24.0,4.5,2.0,,Normal,Box
75909-1,McLaren P1,Licensed,Speed Champions,McLaren,2015.0,168.0,1.0,/inventories/75909-1,/minifigs/inset-75909-1,14.99,45.0,20.0,3.7,3.0,,Normal,Box
75910-1,Porsche 918 Spyder,Licensed,Speed Champions,Porsche,2015.0,151.0,1.0,/inventories/75910-1,/minifigs/inset-75910-1,14.99,41.0,27.0,4.7,3.0,,Normal,Box
75911-1,McLaren Mercedes Pit Stop,Licensed,Speed Champions,McLaren,2015.0,332.0,3.0,/inventories/75911-1,/minifigs/inset-75911-1,29.99,57.0,45.0,4.0,1.0,,Normal,Box
75912-1,Porsche 911 GT Finish Line,Licensed,Speed Champions,Porsche,2015.0,551.0,4.0,/inventories/75912-1,/minifigs/inset-75912-1,49.99,77.0,67.0,5.0,2.0,,Normal,Box
75913-1,F14 T & Scuderia Ferrari Truck,Licensed,Speed Champions,Ferrari,2015.0,884.0,6.0,/inventories/75913-1,/minifigs/inset-75913-1,99.99,154.0,103.0,4.5,2.0,,Normal,Box
75915-1,Pteranodon Capture,Licensed,Jurassic World,,2015.0,174.0,2.0,/inventories/75915-1,/minifigs/inset-75915-1,19.99,30.0,18.0,5.0,2.0,,Normal,Box
75916-1,Dilophosaurus Ambush,Licensed,Jurassic World,,2015.0,248.0,2.0,/inventories/75916-1,/minifigs/inset-75916-1,29.99,47.0,33.0,4.3,3.0,,Normal,Box
